post_id,annotators,rationales,post_tokens,annotator_labels,text,label_counts,n_annotators,shannon_entropy,stability_bins
1106229652887126016_twitter,"[{'label': 'hatespeech', 'annotator_id': 235, 'target': ['African', 'Islam']}, {'label': 'normal', 'annotator_id': 239, 'target': ['Islam']}, {'label': 'offensive', 'annotator_id': 203, 'target': ['Islam', 'Other']}]",[],"['<user>', 'blm', 'and', 'antifa', 'and', 'muslims', 'destroying', 'this', 'country', 'within']","['hatespeech', 'normal', 'offensive']",<user> blm and antifa and muslims destroying this country within,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
14950466_gab,"[{'label': 'offensive', 'annotator_id': 199, 'target': ['None']}, {'label': 'normal', 'annotator_id': 217, 'target': ['Men', 'Women']}, {'label': 'hatespeech', 'annotator_id': 212, 'target': ['African', 'Jewish']}]",[],"['guardamerican', 'draws', 'the', 'line', 'at', 'the', 'sanctity', 'of', 'life', 'unlike', 'your', 'gosnell', 'crowd', 'ethno', 'cleansing', 'blacks', 'more', 'than', 'any', 'nazi', 'ever', 'dreamed', 'that', 'your', 'side', 'the', 'kk', 'venezuela', 'socialism', 'euthenasia', 'all', 'you', 'libs', 'love', 'death', 'conservatives', 'value', 'life']","['offensive', 'normal', 'hatespeech']",guardamerican draws the line at the sanctity of life unlike your gosnell crowd ethno cleansing blacks more than any nazi ever dreamed that your side the kk venezuela socialism euthenasia all you libs love death conservatives value life,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
9637052_gab,"[{'label': 'normal', 'annotator_id': 202, 'target': ['Other']}, {'label': 'offensive', 'annotator_id': 200, 'target': ['Homosexual', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 213, 'target': ['African', 'Jewish']}]",[],"['leave', 'us', 'kikes', 'alone', 'you', 'talk', 'about', 'jews', 'the', 'was', 'blm', 'talks', 'about', 'white', 'people']","['normal', 'offensive', 'hatespeech']",leave us kikes alone you talk about jews the was blm talks about white people,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
1217464079763300352_twitter,"[{'label': 'normal', 'annotator_id': 211, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 199, 'target': ['Arab']}, {'label': 'offensive', 'annotator_id': 247, 'target': ['Arab']}]",[],"['<user>', 'why', 'does', 'he', 'have', 'to', 'have', 'towel', 'head', 'behind', 'him']","['normal', 'hatespeech', 'offensive']",<user> why does he have to have towel head behind him,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
4564182_gab,"[{'label': 'hatespeech', 'annotator_id': 223, 'target': ['Refugee', 'Other']}, {'label': 'normal', 'annotator_id': 228, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 205, 'target': ['Refugee']}]",[],"['the', 'morons', 'in', 'washington', 'really', 'need', 'to', 'start', 'prioritizing', 'american', 'citizens', 'above', 'other', 'people', 'fix', 'the', 'va', 'and', 'help', 'our', 'homeless', 'men', 'women', 'and', 'children', 'before', 'we', 'take', 'in', 'more', 'people', 'period', 'we', 'need', 'our', 'safety', 'first', 'not', 'last']","['hatespeech', 'normal', 'offensive']",the morons in washington really need to start prioritizing american citizens above other people fix the va and help our homeless men women and children before we take in more people period we need our safety first not last,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1103766016742416384_twitter,"[{'label': 'normal', 'annotator_id': 215, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 202, 'target': ['Women', 'Other']}, {'label': 'hatespeech', 'annotator_id': 213, 'target': ['Jewish', 'Women']}]",[],"['a', 'whole', 'generation', 'of', 'white', 'women', 'is', 'gonna', 'get', 'radicalized', 'when', 'they', 'realize', 'nazis', 'are', 'the', 'only', 'ones', 'taking', 'their', 'safety', 'seriously']","['normal', 'offensive', 'hatespeech']",a whole generation of white women is gonna get radicalized when they realize nazis are the only ones taking their safety seriously,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
1178994611190210560_twitter,"[{'label': 'offensive', 'annotator_id': 19, 'target': ['Arab', 'Islam']}, {'label': 'hatespeech', 'annotator_id': 25, 'target': ['Indian', 'Hindu']}, {'label': 'normal', 'annotator_id': 17, 'target': ['None']}]",[],"['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'hey', 'uneducated', 'brainwashed', 'sangi', 'chaddi', 'jihadi', 'bjp', 'it', 'coolie', 'if', 'every', 'countries', 'become', 'narrow', 'minded', 'extremist', 'like', 'you', 'hindu', 'jihadi', 'give', 'up', 'liberal', 'secular', 'value', '<number>', 'million', 'indian', 'rotting', 'in', 'ind', 'even', 'muslim', 'country', 'like', 'dubai', 'have', '<percent>', 'indian', 'hindu', 'ungrateful', 'chaddijihadis']","['offensive', 'hatespeech', 'normal']",<user> <user> <user> <user> <user> <user> <user> <user> hey uneducated brainwashed sangi chaddi jihadi bjp it coolie if every countries become narrow minded extremist like you hindu jihadi give up liberal secular value <number> million indian rotting in ind even muslim country like dubai have <percent> indian hindu ungrateful chaddijihadis,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
17101996_gab,"[{'label': 'offensive', 'annotator_id': 208, 'target': ['Islam']}, {'label': 'hatespeech', 'annotator_id': 227, 'target': ['Islam']}, {'label': 'normal', 'annotator_id': 228, 'target': ['Islam']}]",[],"['if', 'you', 'think', 'destroying', 'iran', 'will', 'weaken', 'islam', 'you', 'are', 'a', 'verifiable', 'dumbass', 'all', 'it', 'will', 'do', 'is', 'push', 'more', 'refugees', 'to', 'europe', 'and', 'create', 'more', 'hatred', 'and', 'more', 'bloodshed', 'none', 'of', 'which', 'will', 'be', 'to', 'the', 'benefit', 'of', 'white', 'europeans']","['offensive', 'hatespeech', 'normal']",if you think destroying iran will weaken islam you are a verifiable dumbass all it will do is push more refugees to europe and create more hatred and more bloodshed none of which will be to the benefit of white europeans,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
13754697_gab,"[{'label': 'normal', 'annotator_id': 215, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 213, 'target': ['Homosexual', 'Women']}, {'label': 'offensive', 'annotator_id': 212, 'target': ['Women']}]",[],"['now', 'we', 'just', 'need', 'a', 'man', 'to', 'come', 'forward', 'about', 'obama', 'and', 'a', 'butch', 'dyke', 'about', 'hillary']","['normal', 'hatespeech', 'offensive']",now we just need a man to come forward about obama and a butch dyke about hillary,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
6478984_gab,"[{'label': 'hatespeech', 'annotator_id': 226, 'target': ['African', 'None']}, {'label': 'offensive', 'annotator_id': 200, 'target': ['African']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}]",[],"['look', 'at', 'that', 'little', 'half', 'breed', 'ghetto', 'manlet', 'with', 'his', 'try', 'hard', '<number>', '<number>', 'roses', 'bet', 'his', 'mom', 'helped', 'him', 'pick', 'them', 'out']","['hatespeech', 'offensive', 'normal']",look at that little half breed ghetto manlet with his try hard <number> <number> roses bet his mom helped him pick them out,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
4426836_gab,"[{'label': 'normal', 'annotator_id': 201, 'target': ['African', 'Caucasian']}, {'label': 'offensive', 'annotator_id': 199, 'target': ['African', 'Caucasian']}, {'label': 'offensive', 'annotator_id': 209, 'target': ['African', 'Hispanic']}]","[[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['<user>', 'so', 'whites', 'hate', 'whites', 'more', 'than', 'blacks', 'hate', 'whites', 'your', 'train', 'of', 'thought', 'kind', 'of', 'lost', 'me', 'there']","['normal', 'offensive', 'offensive']",<user> so whites hate whites more than blacks hate whites your train of thought kind of lost me there,"{'normal': 1, 'offensive': 2}",3,0.9182958340544896,moderate_disagreement
16520172_gab,"[{'label': 'offensive', 'annotator_id': 238, 'target': ['Caucasian']}, {'label': 'offensive', 'annotator_id': 203, 'target': ['Caucasian']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['most', 'whites', 'adapt', 'pretty', 'easy', 'to', 'being', 'a', 'minority', 'as', 'long', 'as', 'the', 'new', 'majority', 'are', 'not', 'violent', 'idiots', 'like', 'blacks', 'whites', 'flee', 'becoming', 'a', 'minority', 'to', 'blacks', 'but', 'they', 'just', 'accept', 'becoming', 'minorities', 'to', 'asians', 'and', 'hispanics']","['offensive', 'offensive', 'normal']",most whites adapt pretty easy to being a minority as long as the new majority are not violent idiots like blacks whites flee becoming a minority to blacks but they just accept becoming minorities to asians and hispanics,"{'offensive': 2, 'normal': 1}",3,0.9182958340544896,moderate_disagreement
1179041911090188288_twitter,"[{'label': 'offensive', 'annotator_id': 4, 'target': ['Islam']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'normal', 'annotator_id': 38, 'target': ['None']}]",[],"['they', 'do', 'not', 'tolerate', 'mohajirs', 'been', 'crammed', 'in', 'the', 'slums', 'of', 'karachi', 'daily', 'being', 'told2go', 'back2india', 'there', 'can', 'be', 'no', 'nonmuslim', 'refugees2pak', 'bdesh', 'every1', 'knows', 'the', 'same', 'night', 'mulla', 'goons', 'will', 'dash', 'in', 'their', 'homes', 'lift', 'up', 'the', 'women', 'kill', 'them', 'law', 'will', 'ignore']","['offensive', 'normal', 'normal']",they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore,"{'offensive': 1, 'normal': 2}",3,0.9182958340544896,moderate_disagreement
8027713_gab,"[{'label': 'offensive', 'annotator_id': 223, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 243, 'target': ['Other']}, {'label': 'offensive', 'annotator_id': 205, 'target': ['None']}]","[[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['no', 'i', 'only', 'call', 'you', 'a', 'retard', 'because', 'you', 'are', 'a', 'retard']","['offensive', 'hatespeech', 'offensive']",no i only call you a retard because you are a retard,"{'offensive': 2, 'hatespeech': 1}",3,0.9182958340544896,moderate_disagreement
1174120792352800773_twitter,"[{'label': 'normal', 'annotator_id': 217, 'target': ['Men', 'Women']}, {'label': 'offensive', 'annotator_id': 206, 'target': ['African']}, {'label': 'offensive', 'annotator_id': 223, 'target': ['African']}]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['can', '’', 't', 'fw', 'a', 'nigga', 'who', 'doesn', '’', 't', 'know', 'how', 'to', 'manage', 'his', 'time']","['normal', 'offensive', 'offensive']",can ’ t fw a nigga who doesn ’ t know how to manage his time,"{'normal': 1, 'offensive': 2}",3,0.9182958340544896,moderate_disagreement
1178974074501877760_twitter,"[{'label': 'offensive', 'annotator_id': 25, 'target': ['Women']}, {'label': 'normal', 'annotator_id': 67, 'target': ['None']}, {'label': 'normal', 'annotator_id': 52, 'target': ['None']}]",[],"['<user>', '<user>', '<user>', 'he', 'raped', 'and', 'molested', 'ur', 'grandma', 'or', 'what', '😂', '😂', 'whatsapp', 'university', 'rss', 'goons', 'came', 'back', 'with', 'fake', 'news', '💦', '💦', '💦', '💦', '💦']","['offensive', 'normal', 'normal']",<user> <user> <user> he raped and molested ur grandma or what 😂 😂 whatsapp university rss goons came back with fake news 💦 💦 💦 💦 💦,"{'offensive': 1, 'normal': 2}",3,0.9182958340544896,moderate_disagreement
1168919462076178432_twitter,"[{'label': 'offensive', 'annotator_id': 212, 'target': ['Islam']}, {'label': 'normal', 'annotator_id': 223, 'target': ['Islam']}, {'label': 'normal', 'annotator_id': 220, 'target': ['None']}]",[],"['you', 'do', 'not', 'have', 'to', 'be', 'muslim', 'to', 'help', 'kashmir', 'you', 'just', 'have', 'to', 'be', 'human', '1', 'monthofkashmirshutdown']","['offensive', 'normal', 'normal']",you do not have to be muslim to help kashmir you just have to be human 1 monthofkashmirshutdown,"{'offensive': 1, 'normal': 2}",3,0.9182958340544896,moderate_disagreement
8462782_gab,"[{'label': 'normal', 'annotator_id': 221, 'target': ['Refugee']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['Refugee']}, {'label': 'normal', 'annotator_id': 207, 'target': ['None']}]",[],"['this', 'is', 'a', 'win', 'for', 'maga', 'do', 'u', 'think', 'people', 'realize', 'these', 'non', 'profits', 'are', 'a', 'back', 'door', 'to', 'supporting', 'immigrants', 'plus', 'all', 'the', 'federal', 'so', 'they', 'get', 'welfare', 'non', 'profit', 'grant', 'money', 'taxpayers', 'this', 'is', 'a', 'racket', 'that', 'is', 'on', 'a', 'scale', 'of', 'the', 'clintonfoundation', 'where', 'are', 'investigative', 'reporters']","['normal', 'hatespeech', 'normal']",this is a win for maga do u think people realize these non profits are a back door to supporting immigrants plus all the federal so they get welfare non profit grant money taxpayers this is a racket that is on a scale of the clintonfoundation where are investigative reporters,"{'normal': 2, 'hatespeech': 1}",3,0.9182958340544896,moderate_disagreement
6692146_gab,"[{'label': 'offensive', 'annotator_id': 233, 'target': ['Islam', 'Other']}, {'label': 'normal', 'annotator_id': 221, 'target': ['Islam']}, {'label': 'offensive', 'annotator_id': 202, 'target': ['Islam', 'Other']}]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]]","['democrats', 'have', 'next', 'obama', 'readying', 'in', 'the', 'wings', 'a', 'muslim', 'doctor', 'that', 'what', 'they', 'call', 'diversity', 'i', 'call', 'it', 'stupid', '👹']","['offensive', 'normal', 'offensive']",democrats have next obama readying in the wings a muslim doctor that what they call diversity i call it stupid 👹,"{'offensive': 2, 'normal': 1}",3,0.9182958340544896,moderate_disagreement
1178501413346906113_twitter,"[{'label': 'offensive', 'annotator_id': 4, 'target': ['Caucasian', 'Homosexual']}, {'label': 'offensive', 'annotator_id': 17, 'target': ['Caucasian', 'Homosexual']}, {'label': 'normal', 'annotator_id': 5, 'target': ['None']}]","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]","['also', 'in', 'this', 'same', 'vibe', 'any', 'wigger', 'who', 'calls', 'white', 'missionaries', 'who', 'save', 'the', 'lives', 'of', 'non', 'white', 'children', 'in', 'africa', 'india', 'ect', 'a', 'race', 'traitor', 'is', 'an', 'actual', 'h0m0']","['offensive', 'offensive', 'normal']",also in this same vibe any wigger who calls white missionaries who save the lives of non white children in africa india ect a race traitor is an actual h0m0,"{'offensive': 2, 'normal': 1}",3,0.9182958340544896,moderate_disagreement
