query_id,text
19747235_gab,any site run by kikes is just anti white kike bullshit
27027259_gab,yah gots to stop da violence
1178061567276896256_twitter,<user> <user> sikhs get called towel head by racists all the time to have someone from a sikh family do the same is ridiculous
17227689_gab,spoken like a kike <user>
1179041825056870400_twitter,you gotta be bold as shit to be on social media when you have not texted me back bitch i hate you 💀
13466331_gab,other than questioning that islam is not peaceful and that queers are not born that way
2372101_gab,cuckservative media calls trump a liberal liberal kike media calls him far right tired of these deceitful cocksuckers
27026482_gab,yeah ok thai fuck shack faggot google totally did not seize the fucking domain when weev transferred it to them ask him faggot
8739790_gab,i should write a comic book about a white superhero who takes a woodchipper to a ghetto hospital an throws all the newborn niglets into it 😹 😹 😹
1178883925533310978_twitter,<user> im a slut and hoe
27211797_gab,another typical nigger
8071344_gab,why are people surprised by the dimwitted response of some air headed mudshark
1263277749327855616_twitter,<user> <user> another group of feminazis released in to society yikes
1083168216095051776_twitter,sick of niggas acting like bitches dawg
7578858_gab,serious question does this kike not understand he is rich follow up what exactly does he imagine rich to be if not him
11368611_gab,two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece
1179088192701681672_twitter,i am praying that this world really see the mindset of this what would people call her it not one healthy human being does this white everything is white so as she loses as all these diverse nationalities it all once again a scam racially and anti gay
1179093059361017859_twitter,<user> <user> thank you white person for telling me that i should not get upset about people making excuses for why a black man was murdered bless your heart
7179173_gab,just do not say nigger
22595106_gab,only when i am in the ghetto
20529027_gab,kill nigger like love
1117054098774339584_twitter,stay in your lane aint no traffic in your lane stop trying to be in other niggas lanes
14855841_gab,lol i know about disproportionate black on black crime the reason i act dismissive with yall because you have no intentions of having a dialouge all yall do is just say nigger <number> times a post and bitch and whine uneducated faggotry from you all mouths
1179082218809024512_twitter,dreading working with that white bitch tonight 🙄 gotta get higher than normal
14316860_gab,oo i had no idea it could get even better yes please start talking about this you crazy anti america nigger mother fucks
1276116874598678528_twitter,<user> this isnt a mosque a simple islamic architecture palace
16275795_gab,reminds me of the salem witch hunts back in the <number> bunch of hysterical women did that too
1082113977751166977_twitter,that niggah do not do nothing but make you cry girl you dating a onion
1179048968396787716_twitter,sad how we teach girls how to not get raped do not walk at night carry pepper spray do not trust strangers instead of teaching boys how not to rape respect women and understand concent gender forum
1178804781130887170_twitter,white gay men mad they can not say dyke bc they do not have faggot to themselves lmao
15217159_gab,the royals deserve no respect after the rothschilds took over the british empire after the french revolution but now they are absolutely beyond redemption with letting one of them marry a half nigger half jew every royal should be exterminated for this kill everyone related to them by blood too
1179103152479637504_twitter,never drum on the white lady boobies at the big ole redneck dance got it
1207661032220581888_twitter,a white dress and red lipstick make everything better
1078328752613003269_twitter,<user> you say yiddish speaking immigrants in the 1 9 th century they hear globalist diaspora self hating jews
1206439074879414272_twitter,<user> <user> there is a reason some states are majority retard and if given the choice they would build farms or malls over them
16825506_gab,we can either all gang up on the kike or the kike can get everyone to gang up on us
1179065805121544192_twitter,juri was very passionate about things that mattered to her as she vehemently objected to kaien plan to kill all vampires declaring that not all vampires were bad and physically opposed him
1124388854319013888_twitter,women women women
20293120_gab,deport all non whiets revoke citizenship protip jews arent white
10339935_gab,not long ago giving children dreadful made up trashy misspelled firstnames was strictly a black thing e g antwoine shaquonda monikwa ta queesha daetrell ad nauseam now stupid white women are into it too i am seeing white kids given comical names like alecksus kaylleigh kaitlun
1179094068741201922_twitter,<user> <user> <user> <user> <user> <user> <user> <user> continued our dm are open and thank you for putting up with us a fan community should be welcoming and free of harassment stealing etc but sadly sometimes that is not always the case
10023158_gab,what kind of retard would put mooslem women and honor in the same sentence and anyone can see where their head is at by using the word keep women hell i do not even keep my cat and no westerner ever forced plastic surgery on me a fucking islam apologist wrote that shit
1178667780809338880_twitter,<user> would be nice if he recognised the plight of white farmers in south africa
13537537_gab,i am thinking of a new old social system <number> only women can own land <number> man job is to maintain and improve the land <number> only men have political power <number> niggers obey or leave <number> jews will volunteer for the ovens <number> fill in the blanks
1249038455902031873_twitter,<user> i just saw your ghetto gaggers video why did you change your name from harmony rose 😔
18229892_gab,mysterium tremens why do new yorkers continue to support insane kike djuggie schooma
22777982_gab,as benjamin schwarz has pointed out in fact britain today receives more immigrants in a single year than it did in the entire period from <number> to <number>
18195956_gab,kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing
1085130085009711104_twitter,excited for dam with bitches
18852504_gab,sorry patience has worn thin at this point if any of these kike lovers even mentions isreal i mute them i do not want my screen getting infected with degeneracy
1092249190418198528_twitter,me too me too me too 😂 which one am i ☠️ big dick energy 🐹 big cute energy 👙 big bitch energy ❣️ big heart energy
3492903_gab,i hope obama and his corrupt cia get caught trying cut the power to our grid i d love to see that muslim goatf*cker <censored> in cuffs and a jumpsuit falseflag obama
1179093145319084032_twitter,<user> <user> the mistake was that the dinosaurs did not kill all humans
18377209_gab,rt realdonaldtrump great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.
13075034_gab,jim daughty at the croton gazette is a nigger lover dickens sneezed a lot
1178450704509394945_twitter,update shes in the hospital for atleast <number> days <sad> sick puppy
6275765_gab,he said with a mouthful of nigger jew dick
3581881_gab,<user> jews have their own country they should stop meddling and trying to flood our nations with immigrants
1179094410312785920_twitter,<user> <user> <user> to what the israeli government does they are so wrong and even gal has spoken up against netanyahu anti arab racism but even poc could uphold white supremacy while still being targeted by white supremacists many non white latinx jews arabs etc can uphold white supremacy
1179082549617930240_twitter,<user> <user> what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry
23637308_gab,monday kike nigga kike tuesday nigga kike nigga wednesday kike nigga kike thursday nigga kike nigga friday kike nigga kike saturday nigga kike nigga sunday kike nigga kike repeat yawn
1178674168956633089_twitter,im here queer muslim and tired
1179020387075706880_twitter,<user> <user> are they considered refugees if they broke the law before the storm not trolling genuinely curious about when the refugee status is applied
1179085005030645760_twitter,ben platt and david corenswet called me their bitch
1179086669280157696_twitter,<user> <user> maybe so and i agree it sad but why would a black girl falsely accuse white boys of assaulting her if she had not been taught to blame whites
1179057119401672704_twitter,<user> fellas is it gay
16896639_gab,welcome to america home the degenerate globalist scum who pride themselves on brainwashing and manipulating other people children in the hopes of eventually creating a mindless ghetto of exquisite slave perfection
1178895379011555329_twitter,<user> did their glorious captain provide them white dresses or where they supposed to provide those along with the magical table settings
1178863733826838528_twitter,well i did said i will be nude on the rest of the month but i will be sexyon halloween and not naked and get raped by a certain werehog
3847933_gab,<user> looks like the idea to stop criminal harassment trolling by giving each user the power to do so as they see fit according to tgheir own account is really upsetting the very criminals it is designed to stop <user> maga gabfarm trump troll twitter
24110538_gab,go back to mexico you spic neocon le <number> nationalism
1178912010760704000_twitter,i really do not get white australians hatred of immigrants you are all literally immigrants wtf is wrong with you all i mean i get you hate poc but come on
1207712192935579649_twitter,dang ever since my friends sisters been into kpop she went from dating yt men to only asians
27869091_gab,she deserved it for race mixing looks like a quadroon tho either way another nigger made good too bad the baby lived
16968190_gab,america will become a neo brazil if the right retreats into the ghettoes of explicit ethnonationalist advocacy retreats into the ghettoes of explicit ethnonationalist advocacy this kike is pro ask ricky tkr
1179105754005082112_twitter,<user> <user> <user> maxine waters a us congresswoman openly called for threats harassment and assault on trump supporters sometime ago months ago how is this legal for a congresswoman to say this
12441225_gab,which proves everything we say about kikes is the truth these book merchants know the second they mention a kike their gig ends which gives kikes free reign to start more wars because no one can question their shit
1179104691961106435_twitter,<user> <user> no dear we hate you because you ain t true
1246637691262943232_twitter,covid <number> is ghetto af 😭
1171505866081570818_twitter,according to lambo men have cervical cancer while women have breast cancer bb naija
1179075554693255176_twitter,how come in every spanish class there that one white person who thinks they know everything
1121842500732428294_twitter,this nigga thanos done killed aquaman
17740939_gab,youre upset that fashy men think youre a disgusting shitskin you take a shower yet i can smell your paki stench from here
12846808_gab,yes the bear and eagle imagination equivalent to a nigger
1178925512233586689_twitter,why my mama just tell me the white men i like look like they say nigger 😭
1178975058422665217_twitter,suck my dick and call me a faggot
1176528708708044800_twitter,<user> the violence outta your gob
1178334508317380608_twitter,<user> <user> why does lindsey tweet he posts something dumb and then gets dragged
1143630194571382788_twitter,studies show oklahoma leads the nation in hamburger consumption oklahoma is the officially the whitest state in the union
1179055816545984513_twitter,<user> <user> <user> <user> aragorn was an incompetent king and arwen actually ruled gondor sherlock holmes did not solve any crimes it was actually mrs carmichael the whole time hitler did not kill all those jews eva braun masterminded the whole thing
26989362_gab,imagine actually thinking semites were more intelligent than whites or asians hahahahahaahahaha
1179093999426166784_twitter,kissing somone with a white ass tongue is more nasty in my opinion but i guess i am nasty cuz i drool in people mouths 😂 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😂 😂 😂 😂 😂
1109531446757281793_twitter,sex after my ex has been trash so a bitch is celibate
1178774802200485893_twitter,<user> <user> <user> it a muslim immigrant man in europe this is not a white scandinavian woman thanks for your help though massive
1179096960537632768_twitter,listening to <number> right now and man these callers are morons in hillbilly voice what if we switched aj hinch with bill o brien would the texans do well good lord
4612914_gab,remember this evening libtards bitch and moan anything good its what evil assholes do and this includes idiots like mccasshole and grahamster
15800577_gab,total bullshit and a complete violation of the people rights then again that the liberal college allowing blacks to run that place into the ground karma a bitch
1252640147126063107_twitter,<user> <user> can the usa take in a billion immigrants
11342145_gab,yeah about what i d expect from someone using a kike term for his username fraudian psychology stay go finger your own asshole whatever it takes to get you off there princess virtue sniveling at me is not going to earn you good boy points
1115852543911919616_twitter,taeyong keeping that black hair
1179104074119204864_twitter,if a rape victim is laughing and make jokes after a rape it does not mean that she has not been raped <number> <number>
26533419_gab,ukip sues muslim home secretary over tommy robinson arrest
1179103905621434369_twitter,ffs just seen yet another <user> report that has failed correctly report the basic facts correctly so much for basic research
20473768_gab,is he still twittercausting big businesses over the nra thats it i am breaking out my last sock just to go full retard on him
19608046_gab,if trudeau keeps importing sand niggers we are going to build a northern wall and make canda pay for it and they will pay when we start shipping off the sand niggers for them
1178764361474727936_twitter,any other queer trans people concerned with your outer image and looking queer i try not to bc i know it a privilege to be able to present myself as non cishet but also i just want everyone to know im a dyke
16166955_gab,wow you are so alpha abusing women on the internet parroting anglin troll articles you just dgaf what these bitches <number> something married women opposing feminism on youtube say so so alpha now go finish your homework before your mom gets angry
18122043_gab,this is a newsweek journalist threatening harassment of the mothers of political dissidents that refuse to talk to him
1266476388481204226_twitter,<user> <user> compare their flag to nazis
1179103606752055298_twitter,a literal slut for lana del rey
1178659879633985536_twitter,<user> oh now that one was rich she misses willie her actions are what we call po trailer trash
19156920_gab,a cunardly group sex mobile glory hole device its no3 on the takeaway menu cunardly made ceramic sinks a cunardly sink chink
1179057767304323072_twitter,<user> do not understand why in america it all about black or white there are yellow mongoloids and brown orientals people as well most suppressed ones never get to raise their voice v unbeatable loosing in agt is an example to show how racially biased americans are
1270030665128476673_twitter,being gay doesn ’ t give out free passes to be gross to women
1178990389111508993_twitter,abu hurairah may allah be pleased with him reported the prophet pbuh said he who goes to the mosque at dawn or dusk for salat allah prepares a hospitable abode for him in jannah every time when he walks to it or comes back from it al bukhari and muslim
1178487834807799808_twitter,<user> spanish is the 2 nd most spoken language on the planet even i speak spanish but no white person would learn arabic for fun and i stated that i was african arab in my tweets stop clowning yourself for assuming my race like that
24958450_gab,idk we need our own internet and need to trash this whole system if gab is the zenith then the whole thing is still kike bullshit <user> ‍
1179105323883343873_twitter,<user> its like impossible to say no again i got raped and robbed
1179030668098932736_twitter,<user> what part of i am a shitty person with violent anti social tendancies and the emotional development of a carrot equates to the nazi holocaust exactly
1103830041249697792_twitter,slap the bitch in the fave with them hoes
19255529_gab,makes me want to puke so fucking tired of this moslem shite appeasement
1179040181825032192_twitter,stupid ass bitch just made me waste my fucking money
17948021_gab,black boy what is socialism mother that when the white man works pays taxes so that blacks illegals refugees and muslimes can have free stuff the boy said do not the white people get mad 😡 the mother said yea and that called racism
4629273_gab,dear susan rice why would or should we believe your tweets about the refugee ban when your department and administration caused the refugee crisis in the first place better yet when are you going to say climate change was caused by a conservative video skeptical of climate change protests
11311147_gab,we have had a muzzie problem since that psychotic pedo mohammed started his death cult
1178476858662215680_twitter,<user> <user> <user> <user> <user> <user> <user> white people fought and suffered for your ancestors freedom
16017463_gab,yeah just a bunch of triggered retarded nazis anyway i am off to sleep good nights
27797594_gab,damn im about to workouy like a cotton field slave nigger sanz yar
4105410_gab,god bless james earl ray putting down that nigger mlk to save all those white girls from his rapist cock maga
22047052_gab,jesus was no kike he was a jew in the biblical sense an aryan the jews of today are descended from southern european converts to judaism in the dark ages they are evil jesus is not
1160890833463336961_twitter,best bad bitch
14727249_gab,there are a few muslim girls at my school i can tell because they wear highjabs i am always so tempted to give them some bacon 😹
1179098202282369024_twitter,yes i live in texas and no i am not a damn redneck
1179089211565232128_twitter,<user> <user> <user> <user> seriously what going on in minnesota illinois california new york is putting people in danger young girls and boys are being raped and murdered these politicians have a lot to be accounting for because they are killing their citizens
1178742610074226689_twitter,<user> you mean immigrants ex pats is a term used by white people for white people colonialists
1178784199689539587_twitter,dykes on the tl having nat icons yes we are
1192619788088102912_twitter,all these faggot ass trolls just air dropped in my mentions i am straight up laughing right now triggered little bastards
1185713609512509440_twitter,moving bricks like it black friday
1178485467290976257_twitter,i remember trying to put on a strap on once while drunk 😂 up to this day i did not succeed no wonder i failed at being a proper dyke
22266851_gab,sickening time to intervene these are refugees we need to help
23847540_gab,abortion is never going 2 b accepted by the majority of people since women bear the burden of carrying a child the respons falls on her 2 b more responsible if u are not married do not have sex if u can not afford birth control
15805378_gab,well i apologise for any ozeez that might have forgotten that we can take the piss but go too hard and somethings amiss i do find that seppos do not understand aussie british humour and can take things personally everyones a liberal snowflake to an aussie and then they imported muzzies here damit
1083042797995941889_twitter,take drugs and rape sluts
18593688_gab,some other kike company will buy them out so yeah
12409558_gab,are you being sarcastic like retarded on purpose
1240143113504645120_twitter,people are so racist to asians it ’ normalized i literally hate yall
13964687_gab,homosexual and hollywood communities redundant
1179061474574110721_twitter,<user> stefan molyneux too many gay people stefan molyneux too many women stefan molyneux too many leftists stefan molyneux too many liberals stefan molyneux too many transgender stefan molyneux too many moslems i can continue but that might take a while i am afraid
17046888_gab,agreed if both sides want legit compromise this is it daca has education participation and clean criminal record requirements daca immigrants seem more likely to become productive members of society if keeping them enables limiting drug smuggler and terrorist infiltration that a win
3TCFMTM8HEP9WD44AOLN6VRTM9T218_nf_2,thats sick mj raped those kids and yall are making jokes about it blocked
1087955800168038401_twitter,in hopes of finding good jewelries inside the treasure box yg lets go of the diamonds and picked up the golds
18371866_gab,being led by a moslem terrorist cunt linda so sour
1097306577311125505_twitter,<user> there are literal nazis on your list of conservatives lmao
14315071_gab,my point is condemning all women as church leaders because a couple of dykes are out of control many women make great leaders some are bitches same goes for men
22073556_gab,figures a fat coon liberal
1179011030757838849_twitter,<user> <user> it is terrible that approximately <number> to <number> hundred thousand people died in the holocaust from typhus and starvation mostly
1179026125248499713_twitter,<user> do not forget ones like homo homosexual queer lgbt and mlm all forbidden words now
22448349_gab,common core weed too much ritalan chem trails vegan diet women studies at ivy league schools madcow msmbc too obnoxious to have a good guy
22376721_gab,it like dejavu of the hamas orchestrated swedish marxist funded armed struggle using anc goons in south africa leading up to final chapter now the genocide of white christians just as cair oic will orchestrate across america using libretarded dems hoggs queers
1122879949252300800_twitter,can captain marvel be gay and can valkyrie be bi please thank u
